"artifactId","numIncoming"
"com.vladsch.flexmark:flexmark","11984"
"org.apache.httpcomponents.core5:httpcore5","11982"
"software.amazon.awscdk:ec2","11954"
"com.google.gwt.gwtmockito:gwtmockito","11934"
"org.neo4j:neo4j-io","11933"
"org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.handlers.security.stub","11922"
"com.bihe0832.android:lib-text","11907"
"org.apache.wicket:wicket-extensions","11892"
"com.lihaoyi:ammonite-ops_2.11","11885"
"io.springfox:springfox-swagger-ui","11854"
"com.rabbitmq:amqp-client","11848"
"org.wso2.orbit.javax.xml.bind:jaxb-api","11840"
"io.joern:dataflowengineoss_3","11833"
"org.eclipse.jetty.websocket:websocket-server","11826"
"org.antlr:antlr4","11824"
"org.apache.ws.commons.schema.wso2:XmlSchema","11819"
"io.dropwizard.metrics:metrics-graphite","11806"
"org.antlr:antlr-runtime","11805"
"io.grpc:grpc-xds","11790"
"org.eclipse.jetty:jetty-websocket","11785"
"org.antlr:ST4","11778"
"org.jvnet.jaxb2_commons:jaxb2-basics-runtime","11763"
"javolution:javolution","11761"
"junit:junit-dep","11726"
"io.undertow:undertow-servlet","11679"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.user.store.configuration","11663"
"it.unimi.dsi:fastutil","11647"
"io.gravitee.plugin:gravitee-plugin-core","11641"
"org.scalactic:scalactic_2.13","11638"
"com.google.dagger:dagger","11638"
"org.infinispan:infinispan-server-hotrod","11603"
"org.jline:jline-reader","11594"
"org.apache.flink:flink-test-utils-junit","11581"
"org.jline:jline-terminal-jna","11569"
"com.bihe0832.android:lib-file","11564"
"org.apereo.cas:cas-server-core-api","11548"
"org.jdbi:jdbi3-core","11530"
"org.springframework.data:spring-data-jpa","11479"
"org.bouncycastle:bcpkix-jdk18on","11475"
"org.wso2.carbon.analytics-common:org.wso2.carbon.event.output.adapter.core","11457"
"com.sun.xml.bind:jaxb-xjc","11437"
"org.osgi:org.osgi.service.metatype.annotations","11436"
"org.jline:jline-terminal","11434"
"com.github.ghik:silencer-lib_2.12.10","11406"
"info.picocli:picocli","11402"
"io.joern:dataflowengineoss_2.13","11382"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.endpoint.util","11370"
"org.specs2:specs2-core_2.13","11348"
"dev.zio:mock-test_2.12","11324"
"dev.zio:mock-test_2.13","11324"
"org.wildfly.core:wildfly-server","11324"
"dev.zio:mock-test_3","11324"
"org.scalatest:scalatest_sjs0.6_2.11","11311"
"org.apache.flink:force-shading","11307"
"org.jmock:jmock-legacy","11289"
"com.sun.xml.messaging.saaj:saaj-impl","11287"
"org.apache.neethi.wso2:neethi","11255"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.core.ui","11227"
"com.networknt:config","11217"
"org.bitbucket.b_c:jose4j","11196"
"io.jsonwebtoken:jjwt-impl","11172"
"com.google.cloud:google-cloud-core","11167"
"org.apereo.cas:cas-server-core-api-webflow","11158"
"io.opencensus:opencensus-proto","11157"
"com.daml:resources-grpc_2.13","11155"
"io.airlift:bootstrap","11153"
"com.intellij:annotations","11152"
"com.github.axet:wget","11141"
"com.google.gwt:gwt-dev","11106"
"io.get-coursier:interface","11097"
"org.ow2.asm:asm-util","11073"
"org.reactivestreams:reactive-streams-tck","11065"
"org.apache.velocity:velocity-engine-core","11052"
"org.jboss.msc:jboss-msc","11052"
"org.gwtbootstrap3:gwtbootstrap3","11047"
"org.wso2.carbon.governance:org.wso2.carbon.governance.api","11046"
"com.github.pathikrit:better-files_2.13","11037"
"com.bihe0832.android:lib-device-network","11034"
"org.wso2.carbon.commons:org.wso2.carbon.ganalytics.publisher","11025"
"org.jetbrains.kotlinx:kotlinx-coroutines-core-iossimulatorarm64","11013"
"org.apache.activemq:activemq-broker","11005"
"org.apache.hbase:hbase-common","10996"
"io.lettuce:lettuce-core","10984"
"com.sun.jersey.contribs:jersey-multipart","10965"
"io.quarkus:quarkus-vertx-http","10952"
"ch.qos.logback.contrib:logback-json-classic","10944"
"com.bihe0832.android:lib-toast","10929"
"aopalliance:aopalliance","10925"
"org.apereo.cas:cas-server-core-tickets","10918"
"org.apache.cxf:cxf-testutils","10916"
"com.chuusai:shapeless_2.12","10910"
"org.springframework.shell:spring-shell","10903"
"org.apache.flink:flink-core","10903"
"org.apereo.cas:cas-server-core-services-authentication","10877"
"com.bihe0832.android:lib-utils-apk","10871"
"com.vaadin:flow-html-components","10871"
"org.apiguardian:apiguardian-api","10870"
"de.flapdoodle.embed:de.flapdoodle.embed.mongo","10864"
"org.codehaus.janino:janino","10840"
"com.daml:error_2.13","10839"
"org.apache.geronimo.specs:geronimo-servlet_3.0_spec","10835"
"software.amazon.awscdk:s3","10824"
"args4j:args4j","10812"
"org.ow2.asm:asm-tree","10810"
"com.baomidou:mybatis-plus-boot-starter","10809"
"org.scala-lang.modules:scala-xml_2.11","10786"
"com.sun.jersey:jersey-core","10782"
"io.quarkus:quarkus-vertx","10775"
"io.quarkus:quarkus-resteasy-jackson","10772"
"com.daml:daml-lf-archive-reader_2.13","10756"
"io.janstenpickle:trace4cats-kernel_2.13","10755"
"io.janstenpickle:trace4cats-kernel_2.12","10755"
"org.janusgraph:janusgraph-core","10753"
"org.springframework:spring-aspects","10745"
"org.netbeans.api:org-openide-awt","10727"
"org.apereo.cas:cas-server-core-api-test-category","10715"
"io.projectreactor.netty:reactor-netty","10711"
"javax:javaee-web-api","10709"
"org.unitils:unitils-core","10701"
"org.bouncycastle:bcprov-jdk18on","10696"
"com.palantir.atlasdb:atlasdb-impl-shared","10673"
"org.eclipse.microprofile.config:microprofile-config-api","10663"
"org.projectlombok:lombok-mapstruct-binding","10660"
"org.uberfire:uberfire-project-api","10656"
"org.jetbrains.kotlin:kotlin-test-junit5","10656"
"io.gsonfire:gson-fire","10647"
"ch.qos.logback.contrib:logback-jackson","10641"
"org.jboss.logging:commons-logging-jboss-logging","10633"
"org.springframework:spring-webflux","10627"
"org.wso2.siddhi:siddhi-query-api","10598"
"com.daml:rs-grpc-bridge","10592"
"org.owasp.encoder:encoder","10583"
"androidx.lifecycle:lifecycle-process","10575"
"io.streamnative:pulsar-common","10564"
"org.wso2.carbon.identity.inbound.auth.oauth2:org.wso2.carbon.identity.oauth.stub","10558"
"com.bihe0832.android:lib-aaf-tools","10556"
"androidx.compose.ui:ui","10540"
"commons-digester:commons-digester","10539"
"com.bihe0832.android:lib-dialog","10516"
"com.bihe0832.android:lib-request","10494"
"org.apache.hbase:hbase-client","10492"
"com.lihaoyi:utest_2.12","10477"
"org.mortbay.jetty:jetty-management","10452"
"org.typelevel:cats-laws_2.13","10449"
"org.uberfire:uberfire-io","10447"
"com.fasterxml.jackson.module:jackson-module-jakarta-xmlbind-annotations","10436"
"io.gravitee.node:gravitee-node-api","10432"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.mgt.stub","10386"
"io.reactivex.rxjava3:rxjava","10384"
"org.netbeans.api:org-openide-nodes","10377"
"org.apache.geronimo.specs:geronimo-jms_1.1_spec","10376"
"javax.json:javax.json-api","10370"
"org.glassfish.expressly:expressly","10363"
"androidx.fragment:fragment-ktx","10351"
"org.scala-native:scala3lib_native0.4_3","10347"
"javax.transaction:javax.transaction-api","10325"
"org.opendaylight.mdsal:yang-binding","10325"
"org.clojure:tools.logging","10323"
"org.jboss.spec.javax.servlet:jboss-servlet-api_3.1_spec","10323"
"io.shiftleft:semanticcpg_2.13","10321"
"org.teiid:teiid-api","10319"
"org.uberfire:uberfire-backend-server","10318"
"org.uberfire:uberfire-widgets-commons","10309"
"org.wso2.carbon.analytics-common:org.wso2.carbon.databridge.agent","10297"
"aws.smithy.kotlin:tracing-core-jvm","10295"
"com.bihe0832.android:lib-view-ext","10285"
"org.slf4j:slf4j-ext","10277"
"io.sundr:builder-annotations","10271"
"com.graphql-java:graphql-java","10270"
"org.specs2:specs2-junit_2.11","10259"
"com.fasterxml.jackson.module:jackson-module-scala_2.12","10258"
"org.xwiki.rendering:xwiki-rendering-syntax-event","10251"
"org.wso2.carbon:org.wso2.carbon.ndatasource.core","10238"
"com.jayway.awaitility:awaitility","10233"
"com.aliyun:tea","10231"
"com.github.scopt:scopt_2.12","10213"
"com.bihe0832.android:lib-config","10213"
"org.apereo.cas:cas-server-core-api-authentication","10212"
"io.netty:netty-transport-native-unix-common","10210"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.mgt","10189"
"aws.smithy.kotlin:tracing-core","10178"
"com.bihe0832.android:lib-ui-common","10176"
"com.amazonaws:aws-java-sdk-sts","10158"
"org.ops4j.pax.exam:pax-exam-junit4","10155"
"com.android.support:recyclerview-v7","10142"
"org.jetbrains.kotlinx:kotlinx-coroutines-core-macosx64","10120"
"com.palantir.tracing:tracing","10089"
"org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec","10083"
"org.elasticsearch.client:elasticsearch-rest-high-level-client","10056"
"org.opendaylight.yangtools:mockito-configuration","10056"
"io.streamnative:bookkeeper-server","10056"
"org.scala-js:scalajs-test-bridge_2.11","10053"
"net.sf.ehcache.wso2:ehcache","10052"
"com.yahoo.vespa:jrt","10043"
"org.typelevel:scalac-compat-annotation_3","10020"
"org.apache.httpcomponents:fluent-hc","10018"
"com.typesafe.akka:akka-actor_2.10","9992"
"org.noear:solon.data","9991"
"me.proton.core:util-kotlin","9989"
"com.typesafe.play:play-json_2.12","9984"
"io.trino:trino-main","9981"
"org.onosproject:onos-api","9966"
"org.apache.felix:org.osgi.core","9965"
"com.yahoo.vespa:security-utils","9945"
"org.wso2.carbon.identity.framework:org.wso2.carbon.user.mgt.ui","9936"
"com.aliyun:tea-util","9930"
"org.mvel:mvel2","9926"
"org.uberfire:uberfire-commons-editor-api","9921"
"app.cash.wisp:wisp-logging","9917"
"org.specs2:specs2-scalacheck_2.12","9904"
"io.netty:netty-codec-http2","9903"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.notification.mgt","9902"
"org.wildfly.core:wildfly-subsystem-test","9887"
"org.opendaylight.yangtools:yang-model-api","9871"
"com.squareup.retrofit2:converter-scalars","9871"
"org.apache.xmlbeans:xmlbeans","9863"
"software.amazon.awscdk:kms","9855"
"org.apache.logging.log4j:log4j-slf4j18-impl","9855"
"io.jsonwebtoken:jjwt","9844"
"software.amazon.awssdk:sns","9842"
"org.jooq:jooq","9820"
"io.github.openfeign:feign-gson","9817"
"org.wso2.carbon.identity.framework:org.wso2.carbon.security.mgt","9801"
"io.grpc:grpc-googleapis","9790"
"org.clojure:core.incubator","9789"
"io.github.openfeign:feign-slf4j","9781"
"org.springframework.cloud:spring-cloud-starter-openfeign","9770"
"org.jboss.forge.furnace.container:cdi","9769"
"org.apache.solr:solr-solrj","9768"
"org.apache.ws.security.wso2:wss4j","9762"
"org.kie.workbench.services:kie-wb-common-services-api","9759"
"com.palantir.atlasdb:leader-election-api","9756"
"com.yahoo.vespa:document","9748"
"io.fabric8:fabric8-apt","9743"
"org.eclipse.dirigible:dirigible-repository-local","9742"
"com.typesafe.akka:akka-stream-testkit_2.12","9725"
"com.daml:bindings-java","9715"
"org.jboss.resteasy:resteasy-jackson2-provider","9692"
"org.apereo.cas:cas-server-core-configuration","9691"
"com.sun.activation:jakarta.activation","9689"
"org.jboss.byteman:byteman-install","9674"
"com.amazonaws:aws-java-sdk","9673"
"org.wso2.balana:org.wso2.balana.utils","9630"
"com.lihaoyi:acyclic_2.13","9623"
"hsqldb:hsqldb","9616"
"postgresql:postgresql","9601"
"org.wso2.carbon.registry:org.wso2.carbon.registry.indexing","9586"
"com.palantir.atlasdb:leader-election-impl","9567"
"com.guicedee.services:javax.inject","9563"
"io.jsonwebtoken:jjwt-api","9549"
"io.opentelemetry:opentelemetry-context","9545"
"io.quarkus:quarkus-vertx-http-deployment","9536"
"androidx.compose.foundation:foundation","9530"
"com.github.npathai:hamcrest-optional","9526"
"com.googlecode.libphonenumber:libphonenumber","9522"
"org.wso2.carbon.identity.framework:org.wso2.carbon.directory.server.manager.common","9517"
"net.sf.saxon:Saxon-HE","9516"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.entitlement.common","9512"
"com.yahoo.vespa:container-core","9496"
"org.osgi:org.osgi.service.component","9469"
"org.locationtech.jts:jts-core","9465"
"org.apache.jackrabbit:jackrabbit-jcr-commons","9454"
"org.jboss.modules:jboss-modules","9449"
"me.proton.core:domain","9434"
"com.typesafe.akka:akka-slf4j_2.12","9434"
"io.jsonwebtoken:jjwt-jackson","9414"
"com.daml:logging-entries_2.13","9410"
"io.dropwizard:dropwizard-testing","9409"
"io.dropwizard:dropwizard-jersey","9401"
"org.pac4j:pac4j-http","9390"
"com.h2database.wso2:h2-database-engine","9383"
"org.scala-lang:scala3-compiler_3","9380"
"com.chuusai:shapeless_2.13","9377"
"androidx.lifecycle:lifecycle-common-java8","9376"
"org.jboss.spec.javax.servlet:jboss-servlet-api_3.0_spec","9365"
"net.java.dev.jna:jna-platform","9363"
"org.eclipse.jetty:jetty-plus","9358"
"androidx.compose.runtime:runtime","9358"
"org.scala-native:test-interface_native0.4_3","9355"
"com.github.spullara.mustache.java:compiler","9334"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.claim.metadata.mgt.stub","9330"
"org.xwiki.rendering:xwiki-rendering-syntax-xwiki21","9318"
"io.quarkus:quarkus-vertx-deployment","9313"
"com.google.dagger:hilt-android","9305"
"org.ops4j.pax.url:pax-url-aether","9298"
"io.github.microutils:kotlin-logging","9261"
"org.onosproject:onlab-misc","9260"
"org.junit-pioneer:junit-pioneer","9256"
"org.apereo.cas:cas-server-core-services-registry","9256"
"com.bihe0832.android:lib-permission","9253"
"org.graalvm.sdk:graal-sdk","9251"
"org.scalatest:scalatest_sjs1_2.12","9250"
"org.wso2.carbon.devicemgt:org.wso2.carbon.device.mgt.common","9242"
"org.mobicents.servlet.sip:sip-servlets-spec","9239"
"org.eclipse.persistence:javax.persistence","9219"
"org.jboss.errai:errai-ui","9209"
"io.dropwizard.metrics:metrics-json","9176"
"org.apereo.cas:cas-server-core-web","9169"
"javax.el:el-api","9163"
"org.glassfish.hk2:hk2-api","9162"
"com.palantir.atlasdb:atlasdb-config","9156"
"org.neo4j:neo4j","9155"
"com.daml:ledger-resources_2.13","9149"
"com.lihaoyi:ammonite-terminal_2.12","9147"
"net.sf.trove4j:trove4j","9144"
"org.specs2:specs2-scalacheck_2.11","9142"
"org.apache.maven:maven-settings","9141"
"org.apache.axis2.transport:axis2-transport-mail","9131"
"org.infinispan:infinispan-logging-annotations","9131"
"org.uberfire:uberfire-services-api","9127"
"pl.pragmatists:JUnitParams","9126"
"org.netbeans.api:org-openide-dialogs","9117"
"com.yahoo.vespa:vespalog","9102"
"com.lihaoyi:upickle_2.13","9090"
"org.finos.legend.engine:legend-engine-protocol","9074"
"org.agrona:agrona","9071"
"org.onosproject:onlab-osgi","9071"
"io.airlift:log-manager","9071"
"org.eclipse.jdt:org.eclipse.jdt.core","9066"
"org.jgrapht:jgrapht-core","9066"
"info.cukes:cucumber-java","9037"
"org.thymeleaf:thymeleaf","9037"
"io.dropwizard.metrics:metrics-healthchecks","9022"
"com.chuusai:shapeless_2.11","9017"
"org.apache.geronimo.specs:geronimo-atinject_1.0_spec","9015"
"org.wso2.carbon:org.wso2.carbon.registry.api","9009"
"org.eclipse.jetty:jetty-annotations","8999"
"org.checkerframework:checker-compat-qual","8994"
"org.wildfly.swarm:build-resources","8985"
"org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.registry.cache.stub","8964"
"org.glassfish.common:glassfish-api","8959"
"org.xwiki.commons:xwiki-commons-component-default","8953"
"org.slf4j:slf4j-reload4j","8948"
"io.netty:netty-transport-native-kqueue","8943"
"org.apache.karaf.system:org.apache.karaf.system.core","8938"
"jakarta.json:jakarta.json-api","8933"
"com.google.api:gax-httpjson","8920"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.template.mgt","8917"
"io.micronaut:micronaut-runtime","8917"
"com.tngtech.archunit:archunit-junit5","8901"
"org.openapitools:jackson-databind-nullable","8900"
"org.restcomm:restcomm-connect.dao","8888"
"org.wso2.orbit.commons-collections:commons-collections","8883"
"org.finos.legend.engine:legend-engine-xt-relationalStore-protocol","8877"
"org.specs2:specs2-junit_2.12","8867"
"io.github.openfeign:feign-okhttp","8853"
"org.apache.cxf:cxf-rt-rs-extension-providers","8844"
"org.jboss.byteman:byteman-submit","8840"
"io.vertx:vertx-rx-java2","8833"
"org.wso2.orbit.com.squareup.okio:okio","8830"
"org.wso2.orbit.com.squareup.okhttp:okhttp","8830"
"org.finos.legend.pure:legend-pure-m2-dsl-mapping-pure","8827"
"org.wso2.carbon:org.wso2.carbon.authenticator.stub","8822"
"org.apache.woden.wso2:woden","8816"
"org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.jms.listener","8807"
"org.eclipse.osgi:org.eclipse.osgi.services","8758"
"org.wso2.carbon.mediation:org.wso2.carbon.mediation.initializer","8754"
"com.bihe0832.android:lib-notification","8754"
"com.aliyun:aliyun-java-sdk-core","8749"
"org.jboss:jandex","8744"
"org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.keymgt","8737"
"jakarta.servlet.jsp:jakarta.servlet.jsp-api","8724"
"org.apache.httpcomponents:httpclient-osgi","8720"
"io.circe:circe-core_3","8711"
"org.apereo.cas:cas-server-core-cookie-api","8710"
"org.scala-native:scalalib_native0.4_2.13","8690"
"org.jetbrains.kotlinx:kotlinx-coroutines-core-linuxx64","8688"
"org.apache.servicemix.bundles:org.apache.servicemix.bundles.dom4j","8683"
"org.wso2.orbit.joda-time:joda-time","8683"
"com.thesamet.scalapb:scalapb-runtime_2.13","8682"
"org.eclipse.jetty:jetty-continuation","8681"
"org.gradle:gradle-tooling-api","8677"
"org.apache.beam:beam-sdks-java-core","8672"
"org.wso2.orbit.io.swagger:swagger-inflector","8671"
"com.github.stephenc.findbugs:findbugs-annotations","8642"
"org.scalacheck:scalacheck_3","8641"
"com.jayway.restassured:rest-assured","8635"
"com.fasterxml.jackson.dataformat:jackson-dataformat-smile","8626"
"org.netbeans.api:org-openide-loaders","8614"
"com.typesafe.akka:akka-http_2.13","8608"
"com.vaadin:flow-client","8607"
"io.netty:netty-handler-proxy","8603"
"io.debezium:debezium-core","8590"
"org.codehaus.woodstox:stax2-api","8589"
"org.seleniumhq.selenium:selenium-api","8586"
"org.springframework.boot:spring-boot-starter-thymeleaf","8578"
"org.pac4j:pac4j-config","8569"
"cn.hutool:hutool-core","8563"
"org.apache.hbase:hbase-server","8555"
"org.apache.cxf:cxf-rt-bindings-soap","8546"
"net.sf.opencsv:opencsv","8543"
"org.apache.felix:org.apache.felix.scr","8538"
"io.fabric8:kubernetes-api","8537"
"org.apache.hadoop:hadoop-minicluster","8534"
"org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec","8527"
"com.sun.jersey:jersey-json","8517"
"com.bihe0832.android:lib-fragmentation-core","8516"
"com.vladsch.flexmark:flexmark-util","8511"
"org.apache.cxf:cxf-rt-rs-security-cors","8510"
"com.google.http-client:google-http-client-jackson2","8502"
"com.bihe0832.android:lib-fragmentation","8501"
"wsdl4j:wsdl4j","8497"
"com.bihe0832.android:lib-immersive","8496"
"com.bihe0832.android:lib-touchregion","8496"
"com.bihe0832.android:lib-gson","8487"
"com.bihe0832.android:lib-zip","8484"
"org.wildfly.security:wildfly-elytron-auth-server","8480"
"co.fs2:fs2-core_3","8466"
"org.apache.santuario:xmlsec","8458"
"org.jboss.weld:weld-core","8453"
"com.bihe0832.android:lib-http-common","8453"
"com.daml:resources-akka_2.13","8447"
"org.apereo.cas:cas-server-core-authentication-attributes","8445"
"org.apache.pdfbox:fontbox","8443"
"software.amazon.awscdk:cloudwatch","8442"
"io.cucumber:cucumber-java","8440"
"com.amazonaws:aws-java-sdk-cloudwatch","8436"
"com.yahoo.vespa:zkfacade","8422"
"org.apache.kafka:connect-transforms","8415"
"org.apache.camel.kafkaconnector:camel-kafka-connector","8414"
"com.tencent:mmkv","8414"
"org.apache.camel.springboot:camel-spring-boot-starter","8408"
"org.finos.legend.engine:legend-engine-xt-relationalStore-pure","8408"
"com.palantir.atlasdb:atlasdb-client-protobufs","8403"
"net.jpountz.lz4:lz4","8402"
"org.netbeans.api:org-netbeans-modules-projectapi","8396"
"org.jetbrains.kotlinx:kotlinx-coroutines-core-macosarm64","8393"
"com.yahoo.vespa:yolean","8381"
"com.vladsch.flexmark:flexmark-test-util","8373"
"org.noear:solon.boot","8368"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.entitlement","8367"
"org.opendaylight.yangtools:yang-data-api","8364"
"org.scalatest:scalatest-core_2.13","8363"
"org.apereo.cas:cas-server-core","8360"
"com.bihe0832.android:lib-http-advanced","8358"
"com.bihe0832.android:lib-sqlite","8358"
"com.bihe0832.android:lib-install","8358"
"org.apache.tomcat:tomcat-jdbc","8356"
"io.trino:trino-spi","8353"
"org.apache.groovy:groovy-yaml","8352"
"org.codehaus.plexus:plexus-archiver","8351"
"org.refcodes:refcodes-licensing","8349"
"com.mparticle:android-kit-base","8338"
"org.wso2.carbon.consent.mgt:org.wso2.carbon.consent.mgt.core","8325"
"org.wso2.carbon.identity.governance:org.wso2.carbon.identity.recovery","8324"
"org.odpi.egeria:open-connector-framework","8323"
"org.apache.logging.log4j:log4j-to-slf4j","8322"
"com.daml:ledger-api-domain_2.13","8315"
"org.jetbrains.kotlinx:kotlinx-serialization-core","8314"
"com.lihaoyi:sourcecode_2.13","8314"
"org.xmlunit:xmlunit-core","8314"
"org.anyline:anyline-core","8313"
"com.typesafe.akka:akka-stream-testkit_2.13","8305"
"org.jdom:jdom2","8304"
"org.mozilla:rhino","8303"
"com.github.scopt:scopt_2.11","8296"
"org.jetbrains.kotlinx:kotlinx-coroutines-reactor","8292"
"com.beachape:enumeratum_2.12","8288"
"org.hibernate.javax.persistence:hibernate-jpa-2.0-api","8283"
"com.squareup.misk:misk-service","8283"
"software.amazon.awssdk:url-connection-client","8280"
"com.github.seanyinx:unit-scaffolding","8277"
"androidx.activity:activity-ktx","8275"
"org.glassfish.jaxb:jaxb-core","8259"
"org.pegdown:pegdown","8255"
"io.quarkus:quarkus-jackson-deployment","8241"
"org.apereo.cas:cas-server-core-api-ticket","8227"
"com.bihe0832.android:lib-float-view","8219"
"org.ehcache:ehcache","8218"
"org.eclipse.jetty:jetty-xml","8215"
"org.java-websocket:Java-WebSocket","8204"
"com.bihe0832.android:lib-file-select","8196"
"org.glassfish:jakarta.el","8194"
"org.apache.bookkeeper:bookkeeper-common","8184"
"com.amazonaws:aws-lambda-java-core","8179"
"org.jdom:jdom","8177"
"org.mongodb:bson","8174"
"org.apache.camel.quarkus:camel-quarkus-direct","8167"
"com.bihe0832.android:lib-adapter","8158"
"com.aliyun:endpoint-util","8149"
"org.specs2:specs2-matcher-extra_2.11","8145"
"io.zipkin.brave:brave","8145"
"asm:asm","8139"
"org.opendaylight.mdsal:mdsal-binding-dom-adapter","8139"
"com.palantir.atlasdb:timelock-api-objects","8124"
"com.squareup.misk:misk-core","8118"
"org.codehaus.plexus:plexus-component-annotations","8108"
"com.bihe0832.android:lib-refresh","8107"
"org.pac4j:spring-webmvc-pac4j","8101"
"systems.manifold:manifold-javadoc-agent","8092"
"org.specs2:specs2-matcher-extra_2.12","8078"
"io.dropwizard:dropwizard-client","8075"
"org.ops4j.pax.exam:pax-exam","8071"
"org.elasticsearch.client:elasticsearch-rest-client","8057"
"org.janusgraph:janusgraph-backend-testutils","8057"
"org.noear:snack3","8050"
"com.bihe0832.android:lib-qrcode","8047"
"com.mchange:c3p0","8040"
"com.bihe0832.android:lib-recycleview-ext","8040"
"com.bihe0832.android:lib-flycotablayout","8040"
"com.bihe0832.android:lib-fragmentation-swipeback","8040"
"com.jwebmp.plugins.angular:jwebmp-plugins-angularjs","8037"
"com.bihe0832.android:lib-channel","8035"
"com.bihe0832.android:lib-lifecycle","8035"
"com.bihe0832.android:lib-timer","8035"
"com.bihe0832.android:lib-download","8035"
"com.bihe0832.android:lib-super-app","8035"
"com.bihe0832.android:lib-tts","8034"
"org.springframework:spring-oxm","8033"
"org.apache.lucene:lucene-queries","8026"
"software.amazon.awscdk:logs","8024"
"org.kie.server:kie-server-api","8018"
"org.apereo.cas:cas-server-core-api-services","8014"
"org.typelevel:paiges-core_2.13","8008"
"org.eclipse.persistence:org.eclipse.persistence.jpa","7995"
"org.netbeans.api:org-netbeans-api-annotations-common","7987"
"org.apache.nifi:nifi-utils","7974"
"org.scalatest:scalatest-compatible","7969"
"com.palantir.atlasdb:lock-api","7965"
"ch.epfl.scala:bsp4j","7956"
"com.aliyun:tea-openapi","7954"
"io.circe:circe-parser_3","7950"
"org.infinispan:infinispan-server-core","7949"
"com.bihe0832.android:lib-router-annotation","7947"
"com.bihe0832.android:lib-router","7946"
"com.bihe0832.android:lib-debug","7944"
"org.jboss.shrinkwrap:shrinkwrap-impl-base","7911"
"com.bihe0832.android:lib-ipc","7904"
"org.apache.shiro:shiro-web","7891"
"com.sun.xml.stream.buffer:streambuffer","7889"
"org.testcontainers:mysql","7876"
"org.noear:nami","7871"
"net.nemerosa.ontrack:ontrack-extension-support","7869"
"org.scala-lang.modules:scala-java8-compat_2.11","7862"
"org.wso2.orbit.io.swagger:swagger-inflector-oas3","7860"
"org.eclipse.che.core:che-core-api-core","7851"
"co.fs2:fs2-io_2.13","7839"
"org.jboss:jboss-transaction-spi-jakarta","7836"
"io.streamnative:pulsar-client-admin-api","7828"
"io.grpc:grpc-all","7824"
"net.sf.json-lib:json-lib","7821"
"com.daml:daml-lf-engine_2.13","7808"
"org.finos.legend.engine:legend-engine-pure-platform-functions-java","7785"
"org.jboss.resteasy:resteasy-jaxb-provider","7780"
"org.apache.curator:curator-client","7767"
"org.sdase.commons:sda-commons-server-testing","7761"
"org.rocksdb:rocksdbjni","7758"
"org.opendaylight.mdsal.binding.model.ietf:rfc6991-ietf-inet-types","7756"
"org.eclipse.jetty.http2:http2-server","7755"
"io.janstenpickle:trace4cats-exporter-common_2.13","7754"
"org.scalameta:munit_2.12","7749"
"com.typesafe.akka:akka-slf4j_2.13","7743"
"org.jboss.marshalling:jboss-marshalling-river","7743"
"software.amazon.awscdk:events","7743"
"org.mongodb:mongodb-driver-core","7733"
"io.janstenpickle:trace4cats-exporter-common_2.12","7730"
"org.sdase.commons:sda-commons-shared-tracing","7721"
"com.unboundid:unboundid-ldapsdk","7707"
"org.lwjgl:lwjgl","7704"
"org.scala-native:test-interface_native0.4_2.13","7702"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.user.profile.stub","7700"
"io.airlift:airline","7696"
"org.apache.nifi:nifi-mock","7695"
"com.squareup.retrofit2:converter-moshi","7693"
"androidx.compose.material:material","7693"
"com.yahoo.vespa:provided-dependencies","7684"
"org.wso2.carbon.identity.framework:org.wso2.carbon.identity.user.profile","7677"
"org.xwiki.rendering:xwiki-rendering-transformation-macro","7672"
"com.walmartlabs.concord:concord-sdk","7669"
"org.wso2.orbit.graphQL:graphQL","7660"
"com.networknt:utility","7659"
"com.bihe0832.android:framework","7658"
"org.scala-lang.modules:scala-java8-compat_2.13","7654"
"com.bihe0832.android:lib-textview","7651"
"org.codehaus.sonar-plugins.java:sonar-jacoco-listeners","7645"
"org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.tracing","7639"
"javassist:javassist","7637"
"org.neo4j:neo4j-common","7635"
"org.apache.spark:spark-hive_2.12","7632"
"org.apache.myfaces.core:myfaces-api","7630"
"com.oracle.database.jdbc:ojdbc8","7628"
"org.netbeans.api:org-openide-windows","7621"
"androidx.multidex:multidex","7604"
"org.scalamacros:quasiquotes_2.10","7601"
